개최일,부스 위치,자리수,대표작품,계정아이디,계정명,팔로워수,최상단트윗_알티,최상단트윗_마음,최상단트윗_노출수,최상단트윗_내용,multiple_ids
Day1,K9,2sp,트라이건,handsofmaestro,떽데굴!!!!!,395,14,13,809,초보 부스러를 위한 체크리스트 공유합니다... 제가 쓰려고 만들었던거라 어설픈 게 있어도 양해해주세요1디페와 밧울쁘띠온리의 사건사고 없는 무사 진행을 기원합니다...,
Day1,L1,2sp,"원피스, 화산귀환",karo_pic,디페L1 아이소U16/카로,"1,025",243,80,2.3만,"[RT] *~01/7(일)*  ~RT추첨 한분 원하시는 캐로 코롯토 하나 드립니다~1디페/아이소 화산귀환, 원피스 굿즈 선입금/통판 폼입니다. * 부스 위치 포함 최종인포는 나중에 올라옵니다* 통판은 행사 후에 진행될 예정입니다. 자세한건 폼에서 확인 부탁드립니다!폼 -> https://witchform.com/deposit_form.php?idx=546552…",
Day1,L10,2sp,진혼기,10n_nri,토L10/일Y12 십리,561,6,19,4천,"트친이신분은 트친비(?)로 드려요ㅎㅎ1월 디페,아이소 가시는분은 지금트윗에 마음 눌러주세요!맞구독도 가능~토L10/일Y12 십리@10n_nri·1월 5일1월 디페 & 아이소때 부스에서 소량 무료 배포합니다!",
Day1,L12,2sp,명급리(외 판소) & 콘솔게임 & 프로세카,,,,,,,,
Day1,L13,2sp,"명급리, 슬램덩크, 가비지타임",nongguon,온더,184,4,18,2.6천,* 성향표,
Day1,L14a,1sp,명급리,ththeks,소단랑,16,128,35,8.1천,디페 | 아이소 | 통판 선입금 ˚₊· ͟͟͞͞➳❥˚₊· 진혼기 명급리♡゛디페/아이소https://witchform.com/deposit_form.php?idx=547406…♡゛통판https://witchform.com/deposit_form.php?idx=547413…˚˚₊· ͟͟͞͞➳❥ 01/05 ~ 01/07더 보기,
Day1,L14b,1sp,광마회귀,CREAM_liar,(드디어 자유의 몸이 된)시프림see,214,1,28,123,"츄야: ......뭔데, 이거.다자이: 오, 츄야! 마침 잘 왔네. 나 좀-츄야: 꺼져.(즉답)시바견: ?(헥헥)(해맑)",
Day1,L15,2sp,광마회귀,Matsuru_0823,디페 L15 / 아이소 R5 마쓰루,663,11,7,1.4천,책 홍보용 포스트 올려뒀습니다! 디페스타/아이소에서 판매하는 것은 도위소병/모용자하독마 신간이며 둘다.... 샌드위치 성인본입니다. 제가... 샌드위치 못 먹고 죽은 귀신은 아니지만 그렇게 됐습니다. 잘 부탁드립니다... https://posty.pe/kp101q,
Day1,L16,2sp,반월당,gakcha_N,시각차,198,2023년 10월 12일,갑자기 새삼스럽게 자기소개표를,631,,
Day1,L2,2sp,원피스,ye_190X666,1디페 L2 / 바니:BANY,553,64,40,1.4만,[RT] 원피스 8cm동물형 인형 비공식 폼입니다!폼 : http://witchform.com/deposit_form/497982…2가지 이벤트를 준비했습니다!이벤트는 인용으로 설명드리겠습니다!!,
Day1,L21,2sp,화산귀환,,,,,,,,
Day1,L22,2sp,화산귀환,kkyigong,"이공 (디페L22,아이소 V17)",1.5만,164,54,6.4천,[RT] 디페스타 화산귀환/가비지타임/데못죽 통판+선입수령 기간:1월 14일까지폼 링크: https://witchform.com/deposit_form.php?idx=551965…Rt해주신 1분께 포카 1세트를 보내드립니다,
Day1,L23,2sp,화산귀환,gimdongi1010,동이,"1,100",1,7,1.7천,아니 아이소 오시냐고만 물어보고 뭐 드릴지 생각을 안 해봤어서..다시 조사합니다.그냥 최애 이름만 적고 가세요. 네.,
Day1,L24a,1sp,화산귀환,facjangtory,팩좽토리디페L24a아이소T19b,35,팩좽을 아느냐,출처: spinspin.net,1.4천,슈뢰딩거의 리퀘박스,
Day1,L24b,1sp,"화산귀환, 진혼기",josangnim_sorry,조상악개 1디페 L24b,31,66,24,2.7천,"RT1월 디페스타 화산귀환, 진혼기 선입금/통판 폼입니다.많은 관심 부탁드립니다! 감사합니다!  12/27 ~ 12/31행사 종료 후 RT추첨 한 분께 샘플로 뽑았던 포토카드 두 종류를 드리겠습니다. 폼 : https://witchform.com/deposit_form.php?idx=541955…",
Day1,L4a,1sp,원피스,oililiter,oiliL(반동결),"1,878",48분,수상할 정도로 여캐들과 같은 라인업으로 나오는 어쩌구,37,,
Day1,L4b,1sp,내가 키운 s급들,,,,,,,,
Day1,L5,2sp,내가키운S급들,,,,,,,,
Day1,L6,2sp,내가키운S급들,,,,,,,,
Day1,L7,4sp,진혼기,C12151127H,도적 님이 재게시함,44,6,6,431,3시간말한사람서검이 ㅠㅠ공주랑@rjyh_ych·3시간ㅠㅠㅠ,
Day1,L8a,1sp,"진혼기, 나루토",syzhlv,권도 님이 재게시함,105,305,144,1.5만,1월 3일,
Day1,L9,2sp,진혼기 반월당,hosing_,@hosing_,"1,966",62,30,6.9천,7일 23:59분까지 작성 가능하세요. 잘 부탁드립니다!https://witchform.com/demand_form.php?idx=89675…,
Day1,M11,4sp,화산귀환,,,,,,,,
Day1,M12,4sp,화산귀환,sagal_hwa,M12/N5 사갈,1만,392,132,6.3만,"1월 디페스타, 아이소 회지 및 굿즈 선입금 폼RT추첨 한 분께 재록본 화산야담을 보내드립니다.: 2024.01.03(수) 16:00 ~ 2024.01.14(일) 23:59 까지: https://witchform.com/deposit_form.php?idx=545595…상세정보 및 샘플은 페이지 내에서 확인 가능합니다.",
Day1,M14,2sp,화산귀환,P103ho_1,M14/T5/백삼일,"8,863",90,90,8.2천,1디페/아이소 최종 인포입니다>>>디페 M14 >>>아이소 T5,
Day1,M15,2sp,화산귀환,,,,,,,,
Day1,M16,4sp,화산귀환,_Yakji,약지아이소O4,"3,191",401,110,2만,·Rt 1분 아크릴스탠드 1개 혹은 덕질자금 0.5 드립니다[1아이소 O4 현장수령 및 선입금폼]신간 회지 및 럭키드로우 상품을 판매합니다.1/8 21시~ 1/15 18시(조기종료가능)럭드는 선입금 구매가 가능합니다(11개 1만원. 현장에선 1개 천원으로 판매됩니다.)현장수령폼https://witchform.com/payform/?uuid=UP3HZTV8GV……더 보기,
Day1,M18,2sp,화산귀환,crying_06,흑/1디페M18,283,92,19,3.3천,RT[알티 해주신 분 중 추첨을 통해 한 분 께 당청 멀티 아크릴 스탠드를 보내드립니다!]1월 디페스타 선입금 현장 수령 폼입니다!~1.14.15:00폼에 들어가시면 더욱 자세한 사항을 보실 수 있습니다.https://witchform.com/deposit_form.php?idx=549312…,
Day1,M19,2sp,화산귀환 ,back_9158,내장 (디페M19 아이소 N5) 님이 재게시함,"5,526",1,2.3만,7.3천,2022년 2월 11일죽여주시옵소서 뜻 죽여보시옵소서 아니었음??DO@quanduilaoshi·2019년 10월 10일,
Day1,M1a,1sp,화산귀환,,,,,,,,
Day1,M1b,1sp,화산귀환,_yi_hyeon__,디페 M1b 견,227,217,80,1만,RT 추첨 1분 우웃울뵤 코롯토 + 스티커 드립니다 1 디페스타 현장수령 선입금1.3(수) 19:30 ~ 1.6(토) 23:59 ,
Day1,M20,2sp,화산귀환,piacere_s2,(디페M20/아이소F4)화산포목점_삐아체레,"1,612",496,78,1.3만,"[RT]RT추첨 1분께 굿즈 1종 혹은 카페 기프티콘을 드립니다1디페/아이소 매화검존의 머리끈, 화산귀환테마 집게핀행사 수령 선입금 폼http://witchform.com/payform/?uuid=…행사 전 배송 통판폼https://witchform.com/payform/?uuid=VCVSUAHLRL…통판폼은 수량을 많이 준비할 수 있는 물품만 소량 올려두었습니다~",
Day1,M21,4sp,화산귀환 ,notcaryestea,디페M21/아이소P1 당1보집착녀,"1,460",25,2,3.2천,2023년 4월 3일 오후 6시 59분 31초 경 4디페 당시 신간인 종천지모 통판 폼 넣어주신 하*정님... 혹시라도 이 트윗을 보신다면 저에게 디엠을 주십쇼... 반택이 반송되어 저에게 돌아왓습니다... 제발 DM주세요... 하다못해 멘션주셔도 됩니다... 옾챗도 남겨둘테니 아무튼 제발 연락부탁드립니다....,
Day1,M23,2sp,화산귀환,Cchyapp55,1디페 M23/챱,38,1,1,7.5천,"서클 : 덕질(겜스샷..스포주의, 웹소읽다가 아무말 기타등등)화귀,프세카,왕눈 요즘 파요장르팔 비추/서클 들어오실분은 ",
Day1,M24,2sp,프로젝트 세카이,prsk_sou,수플레 님이 재게시함,418,1천,7.2천,9.8만,,
Day1,M2a,1sp,화산귀환,,,,,,,,
Day1,M2b,1sp,화산귀환,rene_jdc,레네 님이 재게시함,843,440,95,3만,"1월 7일RT 해주신 한분을 추첨하여 청명, 당보, 장일소 전 세트를 증정해드려요화산귀환 페이퍼 사쉐 1월 아이소 현장수령 선입금 및 통신판매 폼입니다.기간: 24.01.07 (일)~23.01.19 (금) 자정까지선입금 한정 수량 / 소량 현장 판매 진행 예정입니다.https://witchform.com/deposit_form/548449…",
Day1,M3,2sp,화산귀환,songjin_dovob,"∫1디M3, 아이소Q23∫송진","2,895",22,7,3.2천,"RT=)1월 디페,아이소화산귀환 '장일소' 주제글.그림.코스 3인지 - <그믐>현장수령 선입금 및 수요조사 폼입니다.폼 기간  - 1월 4일 20시 ~ 1월 10일 23시샘플 페이지 - https://posty.pe/cfuafv선입금 폼 - 더 보기",
Day1,M4,2sp,화산귀환,Tobby_new,테리 M4/V5 메인트홍보중,202,190,31,9.6천,RT[1디페+아이소] 화산귀환 글회지 2종선입금/통판 폼입니다. (~1/19)적당한 타이밍에 알티 추첨하여 원하시는 카페 브랜드의 기프티콘을 드립니다.감사합니다. 꾸벙 (_ _)https://witchform.com/deposit_form.php?idx=544787…,
Day1,M6,2sp,"화산귀환, 약속의 네버랜드",p_phew77,M6 : R13b :P,693,1,3,370,,
Day1,M7,2sp,화산귀환,dasik_ghkrnl,(M7/Q2) 𝓓𝓐𝓢𝓘𝓚,295,6,1,5.1천,main청명이가 와서 사랑하라고 때리고 가는데 어떻게 사랑하지 않을 수가 있지푸슝 : http://pushoong.com/5142890425?c=3스핀 : https://spinspin.net/dasik_ghkrnl,
Day1,M8a,1sp,화산귀환,trapcardmim,M8a/V11a 미미광어,464,34,15,3.7천,"1월 디페&아이소 현장수령 폼 열었습니다.기간 : 2024-01-03 00:00 ~ 2024-01-10 12:00기존 행사 판매품에서 팔찌 3종 소림, 남만야수궁, 북해빙궁비녀 2종 암존, 녹림왕 추가되었습니다!https://witchform.com/payform/?uuid=PVAP9A2HJH…",
Day1,M8b,1sp,화산귀환,HQ_SEMO,디페(토) M8bㅣ아이소(일) P16ㅣSEMO,"2,742",20,36,1만,[일소청명] 春夜喜雨(춘야희우)유료발행ㅣ19금ㅣ알파오메가 버스 일청소장본 : https://triangle.postype.com/post/14902592,
Day1,N11,2sp,슬램덩크,tjdqngod,성부행セイフコウ@N11,1.8만,175,236,1.7만,< 감기 >①1/20일 디페스타 발행 예정 태웅백호/루하나 동인지약해진 강벡호 곁에 서테웅이 있어주는 이야기입니다. ^^■ 동인지 인포 : https://posty.pe/lizad4■ 수요조사(~1/15) : https://forms.gle/jZE9FbnaphrodcHM6…,
Day1,N12,2sp,,,,,,,,,
Day1,N13,2sp,슬램덩크,slr0o0mi,슬루미 • 디페 N13 (통판중),"2,403",31,33,2.8천,[RT]  슬램덩크 비공식 책/굿즈 통판폼배송대행 업체에서 다른 굿즈와 합배송이 불가하여 태웅백호 족자봉은 따로 통판받습니다!#태웅백호 #호열백호 #우성명헌기간 [1/8 - 1/31]  태백 족자봉 통판폼https://witchform.com/deposit_form/549347… 슬램덩크 비공식 통판폼,
Day1,N14a,1sp,슬램덩크,Rimja_02,N14a/림좌락기,657,46,26,3.4천,1월 디페 태웅백호 쁘띠존 : 호호신년 인포Rt=1/20(토) N14a : 30년 전통 호랑이 고로케선입금 및 통판 기간 : 1/9 ~ 1/14(상세 내용은 폼 확인 부탁드립니다!)[윗치폼] https://witchform.com/payform/?uuid=B1YJYKTCAL…[샘플] 신간: 더 보기,
Day1,N14b,1sp,슬램덩크,hihihui1110,히희 님이 재게시함,155,49,151,2.2천,8시간태웅백호 ,
Day1,N16,2sp,슬램덩크,basukemnmn,(디페N16) mini,"6,284",51,48,6.4천,"1/20 (토) 디페스타 최종인포입니다. 윤휘님(@ streamcherry_)과 함께 부스 참가합니다. (윤휘님 인포는 올라오면 타래로 잇겠습니다.)- 부스위치: N16* 선입금은 2시까지 수령 부탁드립니다. (1시x -> 2시o)(이후는 취소 및 행사 종료 후 환불되며, 알캡슐은 현판 이벤트수량으로…더 보기",
Day1,N18a,1sp,슬램덩크,1110_94,오늘도,76,·,2023년 5월 14일,681,,
Day1,N18b,1sp,슬램덩크,YubChas,차스유비,0,1월 7일,* 메인 트윗 (변동 시 새로 업로드합니다.),64,,
Day1,N19,2sp,슬램덩크,laahyaa,(디페/N19) 라햐,15,31,22,2.4천,"1/20 디페 N19  태웅백호/루하나[신혼집에 어서오세요] 탱백/ A5 / 24p예정 / 소설 / 성인본 / 중철 /4,000원  어느날 문득 집에 서태웅 물건이 너무 많음을 깨달았지만이미 ~신혼집으로 변해버린 집에 놀러오세요~샘플: http://posty.pe/iobgcd선입금폼(~14일) : https://witchform.com/deposit_form.php?idx=551401…",
Day1,N20,2sp,슬램덩크,cherry_carrot_,1디페N20당근,"1,590",132,318,7.2천,,
Day1,N23,2sp,슬램덩크,,,,,,,,
Day1,N24b,1sp,슬램덩크,limited_88_88,1월D페원고中)마감성공하고싶어요,66,1,4,3.8천,기간한정 전용 계정 개설했습니다•현재는 Ru하_나(태熊백虎) 위주(80%)의 슬/램덩/K 얘기를 하는 계정입니다,
Day1,N2a,1sp,슬램덩크,DaDa9191,DaDa,625,9,2,1천,호열백호 호백온 재고 통판 폼입니다오늘 10시 10분부터 폼 열리며 선착 특전도 준비했습니다. 잘 부탁드립니다https://witchform.com/deposit_form.php?idx=544010…,
Day1,N4,2sp,슬램덩크,14eggmayo1110,정마요 (현생) 님이 재게시함,89,34,2.1만,3.7천,2021년 8월 5일요즘 심리테스트가 다시 유행인가 보더라고요그래서 정말 정확한 거 하나 들고왔읍니다 아직까지 애용하고 있습니다좋아하는 색 말고 끌리는 색 4가지를 골라서 번호를 기억해주세요결과는 타래로,
Day1,N6a,1sp,슬램덩크,mallangijoayo,게북마감)말랑,"3,398",출처: spinspin.net,2,760,저의 스핀스핀입니다. 리퀘라던가 질문 받아용.,
Day1,N6b,1sp,슬램덩크,1110bus,1110번 버스,237,33,1,3.3천,하하이제는 저도 구해야 할 거 같아서..^.^3월 루하나 탱백 우신혼 배포전 쉐어 구합니다! 1sp 잡아서 같이 하 실 한분 모십니다멘션 주시면 감사드리겠습니다♡.♡쉐어분 모시면 글 내리겠습니다,
Day1,O1,2sp,더퍼스트슬램덩크,MASOIDEA,ㄷI페O1공리주의자,"1,912",더 보기,1,1.5천,음란줄감개... ㅋ....수요조사받습니다ㄷI페O1 산지직송농슐리@onkkm9·1월 1일RT감사합니다 ,
Day1,O10,2sp,슬램덩크,,,,,,,,
Day1,O11,2sp,슬램덩크,,,,,,,,
Day1,O12a,1sp,슬램덩크,ssassais44,사사,"2,055",3,14,806,,
Day1,O12b,1sp,슬램덩크,ssile_11,씨레,962,10,24,1.5만,,
Day1,O13,2sp,슬램덩크,,,,,,,,
Day1,O14a,1sp,슬램덩크,4070303,,0,0,0,0,,
Day1,O14b,1sp,슬램덩크,,,,,,,,
Day1,O15,2sp,슬램덩크,,,,,,,,
Day1,O16,2sp,슬램덩크,,,,,,,,
Day1,O17,2sp,슬램덩크,Z3_1114,1디페O17) Z3,363,스핀스핀 : http://spinspin.net/Z3_1114,1,2천,MAIN,
Day1,O18,2sp,슬램덩크,babababbabbab,철새 님이 재게시함,"1,237",1.2만,9.2만,214만,2023년 12월 15일,
Day1,O19,2sp,슬램덩크,farfromeit,디페 o19) 니퍼니퍼,"3,248",51,49,1만,1월 20일 디페스타 [o19] 레몬가게곰도리- 불경한 성역   해4공(@makikun_atk)님과 대협정환ts 트윈지- 선입금 & 통판 01/06 22:00 ~ 01/13 23:59 - 추후 웹 발행 예정 있습니다.https://takemm.com/prod/view/23629,
Day1,O2,2sp,슬램덩크,coriander_party,(디페/02) 코리안더파티,709,8,25,1.8천,,
Day1,O20,2sp,슬램덩크,jjaekkag0104,째깍,103,10시간,이번년도는 .. 치수 생카 안열릴려나... ,32,,
Day1,O21,2sp,슬램덩크,Qww9x,디페(O21)날백,"2,631",9,5,1.4천,알티 부탁드립니다1월 디페(O21) 참가하는 슬램덩크 NCP 앤솔로지 현장수령 선입금 폼입니다덤으로 명헌이 엽서가 끼어들어갑니다...2024-01-10 00시 00분 ~ 2024-01-13 23시 59분witchform.com1월 디페(O21) 슬램덩크 NCP 앤솔로지 선입금 | WitchForm - 우리끼리 사고파는 창작마켓,
Day1,O22,2sp,"슬램덩크, 겁쟁이페달",kkung_yo,꿍요웨이,276,요새 알티 폭주족이니까 rt끄기를 하거나 절 견디십쇼,1,4.1천,,
Day1,O23,2sp,슬램덩크,s2nolangs2,디페(토)O23반짝반짝뭉게구름,"6,012",1,2,8,페잉함에 질문을 넣어 주세요♡ 급한질문은 디엠으로 부탁드립니다!https://peing.net/ko/s2nolangs2?event=0…디페(토)O23반짝반짝뭉게구름@s2nolangs2·2020년 4월 10일,
Day1,O24b,1sp,슬램덩크,dango_1110,당고 | 1디페O24b,828,161,96,1.3만,슬램덩크 1월 디페스타 선입금&통판12.22(금) 20:00 ~ 12.28(목) 23:59#RT추첨 한분께 코롯토 1종을 드립니다!https://witchform.com/deposit_form.php?idx=539352…,
Day1,O5,2sp,슬램덩크,gyeomnol,송초,80,2,26,824,,
Day1,O6a,1sp,슬램덩크,10ho_0310,요하,108,1월 10일,이번 일러집 특전 포스터 진짜...장난아니게 이뻐요ㅠㅠ A3였으면 더 좋았을텐데 아쉽..그래두 홀로그램 짱 영롱해여,69,,
Day1,O6b,1sp,슬램덩크,,,,,,,,
Day1,O7,2sp,슬램덩크,monampr,,0,0,0,0,,
Day1,O8,2sp,슬램덩크,nowhere616,Koz1디페2관O8,5.7만,60,238,3.8만,일정이 살짝 애매해져서 선입금 없이 현판으로만 진행하게 될 것 같아요야생숭이 연하후배덕분에 수명 쫙쫙 깎이는 연상선배컷으로 탈고를 알리며....정환호장 사궈Koz1디페2관O8@nowhere616·2023년 12월 17일정환호장 [부드럽고 매끈한]모종의 이유로 ●●를 결심하게 된 전호장의 이야기•••*호장누나 가족날조 있음!!이어집니다,
Day1,O9,2sp,슬램덩크,wagamamahimez,O9 공마,408,76,40,1.1만,RT추첨 스티커 한셋 드려요1월 디페스타 발간 예정인 정환호장 소설 재록본<환장하는 연애> 현장수령 선입금&통판 받습니다!구간+굿즈재고도 함께 주문 가능해요!(재고소진시 현장판매는 진행되지 않습니다)더 자세한 내용은 폼 참고해주세요~1/17 23:59더 보기,
Day1,P1,4sp,슬램덩크,DanHu_00,댐른온/이6단후,36,13,8,2.4천,대만른 온리전 인포[이2] 난 넌의 찰랑거리는 긴 머리카락이 맘에 들어현장판매 소량으로 진행합니다파본 교환은 당일 행사장 내에서만 가능합니다현금&계좌이체 가능합니다행사장에서 뵙겠습니다,
Day1,P10,2sp,슬램덩크,Fe_minute,철분,"9,870",1,6,6.8천,ㅠㅠ 배송 시작했구요.. 자세한건 윗치폼 공지 확인부탁드립니다. 진짜죄송합니다... 송장번호 다 올려뒀습니다...철분@Fe_minute·2023년 12월 5일[RT] 슬램덩크비공식 굿즈 판매코롯토 *작은사이즈 입니다.... 2023.12.06 (수) pm 22:00 ~ 12.09(토) pm 22:00통신판매 폼 입니다.,
Day1,P11,2sp,슬램덩크,fix0614,1디페P11)픽스 님이 재게시함,"1,043",1,11,327,6시간,
Day1,P12a,1sp,슬램덩크,mozzarellaori,디페 P12a,825,413,147,3.6만,1월 디페스타 선입금 ˚₊✩₍ᐢ - ܫ • ᐢ₎슬램덩크 비공식 굿즈 !1/6 토 18:00 ~ 1/8 월 23:59 https://witchform.com/deposit_form/547759…RT추첨으로 한 분께 아래 굿즈들을 드립니다,
Day1,P12b,1sp,가비지타임,from_changsick,(디페P12b) 창식,"2,228",41,11,7.4천,SD2인 / 흑백일러스트 커미션을 받습니다!자세한 내용은 링크를 확인해주세요~ ,
Day1,P13,2sp,슬램덩크,peaceturtIe,박순봉,1만,146,159,1.7만,[디페/P13] 순봉이네선입금 수령: 10:30 ~ 14:00 (입금자명+연락처 뒷자리)현장 판매: 11:00 ~ 15:00 (현금 결제)샘플  https://posty.pe/tpvu5qALTALT,
Day1,P14,2sp,슬램덩크,,,,,,,,
Day1,P15a,1sp,슬램덩크,lol_monsta_x,0.0 님이 재게시함,0,437,739,11만,2023년 3월 16일도쿄 여행 준비 부터 실전 편! 블로그 올렸어요 항공편 체인소맨카페 시부야스카이 교통 스카이라이너 호텔 오타쿠 루트 환전 애니메이드 메이드카페 젠-부!! 적었어요 씹덕이라면 유용한 정보가 많겠지만.. 비오타쿠라면 그뭔씹일수도 .. 암튼 .. 즐겨주시길!!https://m.blog.naver.com/sk8erboigir1/223046332388…,
Day1,P15b,1sp,슬램덩크,pre55_7,𝑬𝑼𝑵𝑫𝑨𝑵,27,16,16,1.1천,@pre55_7 님에게 보내는 답글우성태섭 / Fxxking America에서 살아남기 5Fxxking America에서 살아남기 5 : 포스타입 포스트,
Day1,P17,2sp,슬램덩크,duuuums,송만섭 님이 재게시함,"8,359",2,1,2.6천,19시간,
Day1,P19,2sp,슬램덩크,tasub_123,(디페/P19)뿅란바게트,662,6,2,662,[우성현철]너의 선물은? 샘플https://posty.pe/rb6xaa1월 13일 철우철 카페 배포하는 너의 선물은? 중철 회지 수량조사합미다.토요일 2타임입니다. 받고싶으신 분은 투표 참여해주세용.정우성이 미사의 심부름과 연인인 신현철에게 택배를 바꿔보내며 시작되는 이야기입니다.,
Day1,P2,2sp,슬램덩크,,,,,,,,
Day1,P21,2sp,슬램덩크 웹소,fkelwldks2,유민호,274,12,11,2.1천,수겸정환 회지 <빗소리가 길었다.>의 발매 일정을 변경합니다. 개인사정(슬럼프)의 영향이 좀 커서 머리와 손가락을 추스르고 다시 오겠습니다. 예상 목표는 24년 1월 디페입니다….만 늦어질 수도 있습니다. ㅠㅠ; (+이어서유민호@fkelwldks2·2023년 9월 4일[RT] 수겸정환 회지 <빗소리가 길었다.>의 통판 일정 변경으로 인한 재공지합니다. 자세한 사항은 이 트윗의 사진 혹은 링크의 공지글을 봐주세요. 감사합니다.https://posty.pe/stkgi8,
Day1,P22,2sp,슬램덩크,fhiyr17,디페P22)소댜,"2,268",20,91,2만,,
Day1,P23,2sp,슬램덩크,nogal_2,(1디페/P23)각,857,220,66,1.2만,[RT]1월 디페 슬램덩크 비공굿 현장수령 01/06(토) 20:00 ~ 01/09(화) 20:00현장수령: https://witchform.com/deposit_form.php?idx=548131…1월 디페 판매 굿즈 현장 수령 선입금 진행합니다!자세한 내용은 폼 참고 부탁드려요!#RT 추첨 원하시는 굿즈 1종 보내드립니다!더 보기,
Day1,P3,2sp,슬램덩크,,,,,,,,
Day1,P5,4sp,슬램덩크,queennongnol,,0,0,0,0,,
Day1,P6,2sp,슬램덩크,jigpanjang,디페P6)직판장,"6,994",41,103,9.9천,,
Day1,P7,2sp,슬램덩크,x_ggalong,자네,59,125,222,1만,태섭한나,
Day1,P8a,1sp,슬램덩크 데못죽,the_juicy_juice,쥬스 공구,"1,473",44,26,5.8만,안녕하세요! 총대의 바쁜 현생으로 공지 업로드가 늦어져 죄송합니다..!!먕대만이는 현재 18~20일중으로 출고 예상된다는 답변 받았으며 배대지 일정으로 인해 변동시에 재공지하겠습니다!냠상호는 대금 전달 이전 확인할 사항들이 있어 해당 사항들을 확인 후 대금 전달 완료하였습니다,
Day1,P9,2sp,슬램덩크,Broccolover_,1디페 P9 브요,"1,836",28,17,2.2천," 1월 디페스타 1디페 P9 무농약 보리꼬리 최종인포 회지를 제외한 만든지 오래된 굿즈들 + 크리스마스 굿즈들 가격을 전부 내렸어요!마감으로 바쁜지라 ,,, 선입금 없이 현판으로만 진행하며 행사 마무리 이후에 재고통판할 예정입니다!  RT 해주시면 감사합니다,,, ",
Day1,Q1,2sp,,,,,,,,,
Day1,Q10,2sp,슬램덩크,___stoneheart_,,0,0,0,0,,
Day1,Q11,2sp,슬램덩크,spinning_314,,0,0,0,0,,
Day1,Q12,2sp,슬램덩크,Rollyomie,요미 님이 재게시함,"1,680",53,32,1.8천,1시간RT최동오 2024 패브릭 연력짧은 수요조사를 진행합니다늘 따듯한 관심 감사드립니다기간: 01.13 - 01.15 (3일간) ,
Day1,Q13,2sp,슬램덩크,,,,,,,,
Day1,Q14,2sp,슬램덩크,seungchil_sldk,1디페/Q14) 승칠 님이 재게시함,"3,302",78,158,5.9천,1시간태섭대만겨울님네 태대가 너무 기여워서 파쿠리를 한겨울@lu_ciasee·1월 12일하복세트... 옷 뒤에 글자도 있는데 그건 나중에 정리 타래 만들어서 올리겠다..초 카와이..!!모자 뺏어쓴 애기사진도 놓구감,
Day1,Q15,2sp,슬램덩크,,,,,,,,
Day1,Q16a,1sp,슬램덩크,gunmandu_du,군만두,"6,780",6,55,1.2만,현생으로...... 일정이 조금 미뤄지겠습니다....... .....추워졌네요..... 감기 조심하세요.....  https://twitter.com/GUNMANDU_DU/status/1697567576342286822…GIF,
Day1,Q16b,1sp,슬램덩크,TTAMA_3,,0,0,0,0,,
Day1,Q17,2sp,슬램덩크,daeman_moms,1딮Q17절대BL신대망,353,4,6,6.8천,https://colormytree.me/2023/01HGGCWVCR7TG636S0XQN717KY…트리공유!!내 트리를 꾸며줘!출처: colormytree.me,
Day1,Q18a,1sp,슬램덩크,TdTd714,1디페 Q18a) 그,57,47,11,2.4천,"RT감사드려요1디페 송태섭&정대만 키캡 선입금 받습니다!  1/8 ~ 1/14 오후 10시  OEM화이트 / R4 / 1ea 6,000https://witchform.com/deposit_form.php?idx=549454…",
Day1,Q18b,1sp,슬램덩크,appleberry0714,박베리,127,4,17,5.3천,태섭대만 사랑해요 성인이고 태대 이야기 많이 나눠주실 분아무때나 마음 눌러주시면 팔로우 가볼게요#슬램덩크_트친소 #태섭대만_트친소 #태대_트친소다음 미디어는 민감한 콘텐츠를 포함할 수 있습니다. 설정 변경,
Day1,Q19,2sp,슬램덩크,Bada_sagwa,Q19바다사과,269,14,11,556,[1디페/Q19] 백호열 쁘띠존 소설 회지 <Proof of Love>현장수령 선입금 폼A5/후기 포함 48p/R-15/5000원폼 작성 기간: 1/14 오후 9시 00분 ~ 1/15 오전 9시 00분자세한 사항은 폼 링크를 확인해 주세요.https://witchform.com/payform/?uuid=N3L6JYKH1H…,
Day1,Q20a,1sp,슬램덩크,nooo_eezee,,15,0,0,0,,
Day1,Q20b,1sp,슬램덩크,deepdownsee_ome,토Q20b/일S19) 심해어,"1,195",10,4,1.4천,[1월 행사 진짜_리얼_최종_INFO]부스 위치 변경으로 재공지합니다. (재업이 잦아서 죄송합니다)각 장르별 예약폼 및 공지는 타래로 이어집니다.,
Day1,Q21,2sp,슬램덩크,todtodpic,(디페/Q21)토드,"1,758",70,19,3.9천,RT 1월 디페스타 인포 RT추첨 1분께 인포속의 굿즈 중원하시는 굿즈 3종을 드립니다. 행사 종료 후 추첨새로 나오는 굿즈 없이 재고전으로 참가합니다(타래에 이어짐),
Day1,Q22,2sp,슬램덩크,beotnamu5,물방개,456,백군카페 참석하는 분들 행복한 시간 되셨길/되시길...,탐라에 백군이 엄청 많아서 행복하다,74,,
Day1,Q23,2sp,마법사의 약속,5555,,0,0,0,0,,
Day1,Q24,2sp,,,,,,,,,
Day1,Q5,2sp,슬램덩크,mittoboom,배결/1디페Q5,315,25,14,1.9천,[1디페] 백호열 트윈지 <양의 주광성> 선입금폼현장 수령 및 통판 선입금폼입니다감사합니다~~!: https://witchform.com/deposit_form/550909…: 2024.01.10-2024.01.14,
